sym,fold,variant,entry_time,exit_time,pnl,r_multiple,win,exit_type
APT-USDT-SWAP,1,VAR_A,2025-05-12 08:00:00+00:00,2025-05-12 14:00:00+00:00,-109.9199,-1.0164,0,SL
APT-USDT-SWAP,1,VAR_A,2025-07-11 17:00:00+00:00,2025-07-11 21:00:00+00:00,-112.3909,-1.0206,0,SL
APT-USDT-SWAP,1,VAR_A,2025-07-14 03:00:00+00:00,2025-07-14 14:00:00+00:00,-112.8614,-1.0213,0,SL
APT-USDT-SWAP,2,VAR_A,2025-08-09 06:00:00+00:00,2025-08-09 14:00:00+00:00,-117.1711,-1.0285,0,SL
APT-USDT-SWAP,2,VAR_A,2025-10-03 13:00:00+00:00,2025-10-03 14:00:00+00:00,-112.6601,-1.021,0,SL
APT-USDT-SWAP,3,VAR_A,2026-01-02 16:00:00+00:00,2026-01-02 19:00:00+00:00,190.139,2.0,1,TP
APT-USDT-SWAP,3,VAR_A,2026-01-04 14:00:00+00:00,2026-01-04 16:00:00+00:00,187.0545,2.0,1,TP
APT-USDT-SWAP,3,VAR_A,2026-01-04 17:00:00+00:00,2026-01-04 18:00:00+00:00,-118.5341,-1.0308,0,SL
APT-USDT-SWAP,3,VAR_A,2026-01-05 01:00:00+00:00,2026-01-05 04:00:00+00:00,-116.0,-1.0266,0,SL
APT-USDT-SWAP,3,VAR_A,2026-01-05 16:00:00+00:00,2026-01-05 17:00:00+00:00,-113.8931,-1.0231,0,SL
APT-USDT-SWAP,4,VAR_A,2026-03-04 16:00:00+00:00,2026-03-04 17:00:00+00:00,-108.5534,-1.0142,0,SL
APT-USDT-SWAP,5,VAR_A,2026-05-10 09:00:00+00:00,2026-05-10 12:00:00+00:00,-117.3654,-1.0288,0,SL
WIF-USDT-SWAP,1,VAR_A,2025-07-10 17:00:00+00:00,2025-07-10 21:00:00+00:00,193.1777,2.0,1,TP
WIF-USDT-SWAP,3,VAR_A,2026-01-14 17:00:00+00:00,2026-01-14 18:00:00+00:00,-109.4088,-1.0156,0,SL
WIF-USDT-SWAP,5,VAR_A,2026-05-08 19:00:00+00:00,2026-05-09 03:00:00+00:00,191.5021,2.0,1,TP
PEPE-USDT-SWAP,1,VAR_A,2025-07-11 18:00:00+00:00,2025-07-11 21:00:00+00:00,-107.708,-1.0127,0,SL
ENA-USDT-SWAP,2,VAR_A,2026-04-11 16:00:00+00:00,2026-04-11 18:00:00+00:00,191.2124,2.0,1,TP
ENA-USDT-SWAP,2,VAR_A,2026-04-19 12:00:00+00:00,2026-04-19 15:00:00+00:00,-109.558,-1.0158,0,SL
ENA-USDT-SWAP,3,VAR_A,2026-05-08 10:00:00+00:00,2026-05-08 18:00:00+00:00,193.8718,2.0,1,TP
ENA-USDT-SWAP,3,VAR_A,2026-05-10 17:00:00+00:00,2026-05-10 18:00:00+00:00,191.1095,2.0,1,TP
ENA-USDT-SWAP,5,VAR_A,2026-07-22 14:00:00+00:00,2026-07-22 17:00:00+00:00,189.8535,2.0,1,TP
UNI-USDT-SWAP,1,VAR_A,2025-07-20 02:00:00+00:00,2025-07-20 03:00:00+00:00,192.1505,2.0,1,TP
UNI-USDT-SWAP,3,VAR_A,2025-12-22 13:00:00+00:00,2025-12-22 14:00:00+00:00,-111.3757,-1.0189,0,SL
UNI-USDT-SWAP,5,VAR_A,2026-07-03 14:00:00+00:00,2026-07-03 19:00:00+00:00,-112.2417,-1.0203,0,SL
UNI-USDT-SWAP,5,VAR_A,2026-07-04 16:00:00+00:00,2026-07-04 19:00:00+00:00,-117.5648,-1.0292,0,SL
UNI-USDT-SWAP,5,VAR_A,2026-07-11 11:00:00+00:00,2026-07-11 12:00:00+00:00,189.9758,2.0,1,TP
FIL-USDT-SWAP,1,VAR_A,2025-07-10 18:00:00+00:00,2025-07-10 21:00:00+00:00,187.956,2.0,1,TP
FIL-USDT-SWAP,1,VAR_A,2025-07-11 17:00:00+00:00,2025-07-11 21:00:00+00:00,-112.643,-1.021,0,SL
FIL-USDT-SWAP,3,VAR_A,2026-01-04 09:00:00+00:00,2026-01-04 10:00:00+00:00,-112.5129,-1.0208,0,SL
FIL-USDT-SWAP,3,VAR_A,2026-01-05 01:00:00+00:00,2026-01-05 06:00:00+00:00,-113.9502,-1.0232,0,SL
FIL-USDT-SWAP,3,VAR_A,2026-01-06 16:00:00+00:00,2026-01-06 17:00:00+00:00,-110.7625,-1.0178,0,SL
FIL-USDT-SWAP,5,VAR_A,2026-05-08 15:00:00+00:00,2026-05-08 16:00:00+00:00,194.2837,2.0,1,TP
